pk,comment,example,contributed_datapoint
28146,,,Harald Hammarstrom
28147,"Normally, demonstratives are used to indicate definiteness, but sometimes a modified form may be used (i.e. one part of the circumfix is dropped), which could be seen as a definite article.",,Jakob Lesage
28148,None mentioned and none in texts,,Harald Hammarstrom
28149,,,Jakob Lesage
28150,,,Jakob Lesage
28151,,,Hedvig Skirgård
28152,,,Hedvig Skirgård
28153,,,Hedvig Skirgård
28154,,,Hedvig Skirgård
28155,,,Hedvig Skirgård
28156,,,Hedvig Skirgård
28157,,,Hedvig Skirgård
28158,,,Hedvig Skirgård
28159,,,Hedvig Skirgård
28160,,,Hedvig Skirgård
28161,,,Hedvig Skirgård
28162,,,Hedvig Skirgård
28163,,,Hedvig Skirgård
28164,,,Hedvig Skirgård
28165,,,Hedvig Skirgård
28166,,,Hedvig Skirgård
28167,,,Hedvig Skirgård
28168,,,Hedvig Skirgård
28169,,,Hedvig Skirgård
28170,Hedvig took the liberty of filling this in based on previous answers.,,Hedvig Skirgård
28171,,,Hedvig
28172,,,Hedvig Skirgård
28173,,,Hedvig Skirgård
28174,,,Hedvig Skirgård
28175,,,Hedvig Skirgård
28176,,,Hedvig Skirgård
28177,,,Hedvig Skirgård
28178,,,Hedvig Skirgård
28179,,,Hedvig Skirgård
28180,,,Hedvig Skirgård
28181,,,Hedvig Skirgård
28182,,,Hedvig Skirgård
28183,,,Hedvig Skirgård
28184,,,Hedvig Skirgård
28185,,,Hedvig Skirgård
28186,,,Hedvig Skirgård
28187,,,Hedvig Skirgård
28188,,,Hedvig Skirgård
28189,,,Hedvig Skirgård
28190,,,
28191,,,Hedvig Skirgård
28192,,,Hedvig Skirgård
28193,,,Hedvig Skirgård
28194,,,Hedvig Skirgård
28195,,,Hedvig Skirgård
28196,,,Hedvig Skirgård
28197,,,Suzanne van der Meer
28198,,,Suzanne van der Meer
28199,,,Suzanne van der Meer
28200,,,Suzanne van der Meer
28201,,,Suzanne van der Meer
28202,,,Suzanne van der Meer
28203,,,Suzanne van der Meer
28204,,,Suzanne van der Meer
28205,,,Suzanne van der Meer
28206,,,Suzanne van der Meer
28207,,,Suzanne van der Meer
28208,,,Suzanne van der Meer
28209,,,Suzanne van der Meer
28210,,,Suzanne van der Meer
28211,,,Suzanne van der Meer
28212,,,Suzanne van der Meer
28213,,,Suzanne van der Meer
28214,,,Suzanne van der Meer
28215,,,Suzanne van der Meer
28216,,,Suzanne van der Meer
28217,,,Suzanne van der Meer
28218,,,Suzanne van der Meer
28219,,,Suzanne van der Meer
28220,,,Suzanne van der Meer
28221,,,Suzanne van der Meer
28222,,,Suzanne van der Meer
28223,,,Suzanne van der Meer
28224,,,Suzanne van der Meer
28225,,,Suzanne van der Meer
28226,,,Suzanne van der Meer
28227,,,Suzanne van der Meer
28228,,,Suzanne van der Meer
28229,,,Suzanne van der Meer
28230,,,Suzanne van der Meer
28231,,,Suzanne van der Meer
28232,,,Jesse Peacock
28233,,,Jakob Lesage
28234,,,Jakob Lesage
28235,,,Jakob Lesage
28236,,,Jakob Lesage
28237,,,Jakob Lesage
28238,,,Jakob Lesage
28239,,,Jakob Lesage
28240,,,Jakob Lesage
28241,,,Jakob Lesage
28242,,,Jakob Lesage
28243,,,Jakob Lesage
28244,,,Hedvig Skirgård
28245,,,Hedvig Skirgård
28246,,,Hedvig Skirgård
28247,,,Hedvig Skirgård
28248,,,Hedvig Skirgård
28249,,,Hedvig Skirgård
28250,,,Hedvig Skirgård
28251,,,Hedvig Skirgård
28252,,,Hedvig Skirgård
28253,,,Hedvig Skirgård
28254,,,Hedvig Skirgård
28255,,,Hedvig Skirgård
28256,,,Hedvig Skirgård
28257,,,Hedvig Skirgård
28258,,,Hedvig Skirgård
28259,,,Hedvig Skirgård
28260,,,Hedvig Skirgård
28261,,,Hedvig Skirgård
28262,,,Hedvig Skirgård
28263,Hedvig took the liberty of filling this in based on previous answers.,,Hedvig Skirgård
28264,,,Hedvig
28265,,,Hedvig Skirgård
28266,,,Hedvig Skirgård
28267,,,Hedvig Skirgård
28268,,,Hedvig Skirgård
28269,,,Hedvig Skirgård
28270,,,Hedvig Skirgård
28271,,,Hedvig Skirgård
28272,,,Hedvig Skirgård
28273,,,Hedvig Skirgård
28274,,,Hedvig Skirgård
28275,,,Hedvig Skirgård
28276,,,Hedvig Skirgård
28277,,,Hedvig Skirgård
28278,,,Hedvig Skirgård
28279,,,Hedvig Skirgård
28280,,,Hedvig Skirgård
28281,,,Hedvig Skirgård
28282,,,Hedvig Skirgård
28283,,,
28284,,,Hedvig Skirgård
28285,,,Hedvig Skirgård
28286,,,Hedvig Skirgård
28287,,,Hedvig Skirgård
28288,,,Hedvig Skirgård
28289,,,Hedvig Skirgård
28290,,,Suzanne van der Meer
28291,,,Suzanne van der Meer
28292,,,Suzanne van der Meer
28293,,,Suzanne van der Meer
28294,,,Suzanne van der Meer
28295,,,Suzanne van der Meer
28296,,,Suzanne van der Meer
28297,,,Suzanne van der Meer
28298,,,Suzanne van der Meer
28299,,,Suzanne van der Meer
28300,,,Suzanne van der Meer
28301,,,Suzanne van der Meer
28302,,,Suzanne van der Meer
28303,,,Suzanne van der Meer
28304,,,Suzanne van der Meer
28305,,,Suzanne van der Meer
28306,,,Suzanne van der Meer
28307,,,Suzanne van der Meer
28308,,,Suzanne van der Meer
28309,,,Suzanne van der Meer
28310,,,Suzanne van der Meer
28311,,,Suzanne van der Meer
28312,,,Suzanne van der Meer
28313,,,Suzanne van der Meer
28314,,,Suzanne van der Meer
28315,,,Suzanne van der Meer
28316,,,Suzanne van der Meer
28317,,,Suzanne van der Meer
28318,,,Suzanne van der Meer
28319,,,Suzanne van der Meer
28320,,,Suzanne van der Meer
28321,,,Suzanne van der Meer
28322,,,Suzanne van der Meer
28323,,,Suzanne van der Meer
28324,,,Jesse Peacock
28325,,,Jakob Lesage
28326,,,Jakob Lesage
28327,,,Jakob Lesage
28328,,,Jakob Lesage
28329,,,Jakob Lesage
28330,,,Jakob Lesage
28331,,,Jakob Lesage
28332,,,Jakob Lesage
28333,,,Jakob Lesage
28334,,,Jakob Lesage
28335,,,Hedvig Skirgård
28336,,,Hedvig Skirgård
28337,,,Hedvig Skirgård
28338,,,Hedvig Skirgård
28339,,,Hedvig Skirgård
28340,,,Hedvig Skirgård
28341,"There is a marker that is analyzed as noun class that can signal diminutive, and noun classes are marked by prefixes on the noun.",,Hedvig Skirgård
28342,"There is a marker that is analyzed as noun class that can signal diminutive, and noun classes are marked by prefixes on the noun.",,Hedvig Skirgård
28343,"Diminutive meaning is formed with an adjective meaning ""big"", this does not suffice for grammatical diminutive marking.",,Hedvig Skirgård
28344,,,Hedvig Skirgård
28345,,,Hedvig Skirgård
28346,,,Hedvig Skirgård
28347,,,Hedvig Skirgård
28348,,,Hedvig Skirgård
28349,,,Hedvig Skirgård
28350,,,Hedvig Skirgård
28351,,,Hedvig Skirgård
28352,,,Hedvig Skirgård
28353,,,Hedvig Skirgård
28354,,,Hedvig Skirgård
28355,,,Hedvig
28356,,,Hedvig Skirgård
28357,,,Hedvig Skirgård
28358,,,Hedvig Skirgård
28359,,,Hedvig Skirgård
28360,,,Hedvig Skirgård
28361,,,Hedvig Skirgård
28362,,,Hedvig Skirgård
28363,"Checked Ford & Iddah (1973), Ring (2002) and Dingemanse (2011) without success",,Hedvig Skirgård
28364,,,Hedvig Skirgård
28365,,,Hedvig Skirgård
28366,,,Hedvig Skirgård
28367,,,Hedvig Skirgård
28368,,,Hedvig Skirgård
28369,,,Hedvig Skirgård
28370,,,Hedvig Skirgård
28371,,,Hedvig Skirgård
28372,,,Hedvig Skirgård
28373,,,Hedvig Skirgård
28374,,,Hedvig Skirgård
28375,,,Hedvig Skirgård
28376,,,Hedvig Skirgård
28377,,,Suzanne van der Meer
28378,proclitic,,Suzanne van der Meer
28379,adjectives,,Suzanne van der Meer
28380,,,Suzanne van der Meer
28381,"it's possible, but not productive",,Suzanne van der Meer
28382,"since diminutive is marked by noun class selection, and noun class is marked by a prefix",,Suzanne van der Meer
28383,,,Suzanne van der Meer
28384,i.e. proclitic,,Suzanne van der Meer
28385,,,Suzanne van der Meer
28386,,,Suzanne van der Meer
28387,,,Suzanne van der Meer
28388,,,Suzanne van der Meer
28389,,,Suzanne van der Meer
28390,,,Suzanne van der Meer
28391,,,Suzanne van der Meer
28392,,,Suzanne van der Meer
28393,,,Suzanne van der Meer
28394,,,Suzanne van der Meer
28395,,,Suzanne van der Meer
28396,,,Suzanne van der Meer
28397,,,Suzanne van der Meer
28398,,,Suzanne van der Meer
28399,"Unknown. No mention of ""diminutive"" found in Lovestrand (2012).",,Jesse Peacock
28400,,,Jakob Lesage
28401,,,Jakob Lesage
28402,,,Jakob Lesage
28403,,,Jakob Lesage
28404,,,Jakob Lesage
28405,,,Jakob Lesage
28406,,,Jakob Lesage
28407,,,Jakob Lesage
28408,,,Hedvig Skirgård
28409,,,Hedvig Skirgård
28410,,,Hedvig Skirgård
28411,,,Hedvig Skirgård
28412,,,Hedvig Skirgård
28413,,,Hedvig Skirgård
28414,,,Hedvig Skirgård
28415,,,Hedvig Skirgård
28416,"Diminutive meaning is formed with an adjective meaning ""big"", this does not suffice for grammatical diminutive marking.",,Hedvig Skirgård
28417,,,Hedvig Skirgård
28418,,,Hedvig Skirgård
28419,,,Hedvig Skirgård
28420,,,Hedvig Skirgård
28421,,,Hedvig Skirgård
28422,,,Hedvig Skirgård
28423,,,Hedvig Skirgård
28424,"Perekhvalskaya describes the diminutive marker as a ""suffixoid"".",,Hedvig Skirgård
28425,,,Hedvig Skirgård
28426,,,Hedvig Skirgård
28427,"kind of suffix, depending on how you write it",,Hedvig Skirgård
28428,,,Hedvig
28429,Only nouns denoting animals can be reduplicated.,,Hedvig Skirgård
28430,Only nouns denoting animals can be reduplicated.,,Hedvig Skirgård
28431,,,Hedvig Skirgård
28432,,,Hedvig Skirgård
28433,,,Hedvig Skirgård
28434,,,Hedvig Skirgård
28435,,,Hedvig Skirgård
28436,"Checked Ford & Iddah (1973), Ring (2002) and Dingemanse (2011) without success",,Hedvig Skirgård
28437,,,Hedvig Skirgård
28438,,,Hedvig Skirgård
28439,,,Hedvig Skirgård
28440,,,Hedvig Skirgård
28441,,,Hedvig Skirgård
28442,,,Hedvig Skirgård
28443,,,Hedvig Skirgård
28444,,,Hedvig Skirgård
28445,,,Hedvig Skirgård
28446,,,Hedvig Skirgård
28447,,,Hedvig Skirgård
28448,,,Hedvig Skirgård
28449,"This markers is borrowed from Dogon and etymologically means ""child"".",,Hedvig Skirgård
28450,,,Suzanne van der Meer
28451,,,Suzanne van der Meer
28452,adjectives,,Suzanne van der Meer
28453,,,Suzanne van der Meer
28454,,,Suzanne van der Meer
28455,,,Suzanne van der Meer
28456,,,Suzanne van der Meer
28457,,,Suzanne van der Meer
28458,,,Suzanne van der Meer
28459,,,Suzanne van der Meer
28460,,,Suzanne van der Meer
28461,,,Suzanne van der Meer
28462,,,Suzanne van der Meer
28463,,,Suzanne van der Meer
28464,,,Suzanne van der Meer
28465,,,Suzanne van der Meer
28466,,,Suzanne van der Meer
28467,,,Suzanne van der Meer
28468,,,Suzanne van der Meer
28469,,,Suzanne van der Meer
28470,"Unknown. No mention of ""diminutive"" found in Lovestrand (2012).",,Jesse Peacock
28471,Probably not,,Jakob Lesage
28472,"Probably not, no examples found in consulted sources.",,Jakob Lesage
28473,,,Hedvig Skirgård
28474,,,Hedvig Skirgård
28475,,,Hedvig Skirgård
28476,,,Hedvig Skirgård
28477,,,Hedvig Skirgård
28478,,,Hedvig Skirgård
28479,,,Hedvig Skirgård
28480,,,Hedvig Skirgård
28481,"Diminutive meaning is formed with an adjective meaning ""big"", this does not suffice for grammatical diminutive marking.",,Hedvig Skirgård
28482,,,Hedvig Skirgård
28483,,,Hedvig Skirgård
28484,,,Hedvig Skirgård
28485,,,Hedvig Skirgård
28486,,,Hedvig Skirgård
28487,,,Hedvig Skirgård
28488,,,Hedvig Skirgård
28489,,,Hedvig Skirgård
28490,,,Hedvig Skirgård
28491,,,Hedvig Skirgård
28492,,,Hedvig Skirgård
28493,,,Hedvig
28494,,,Hedvig Skirgård
28495,,,Hedvig Skirgård
28496,,,Hedvig Skirgård
28497,,,Hedvig Skirgård
28498,,,Hedvig Skirgård
28499,,,Hedvig Skirgård
28500,,,Hedvig Skirgård
28501,"Checked Ford & Iddah (1973), Ring (2002) and Dingemanse (2011) without success",,Hedvig Skirgård
28502,,,Hedvig Skirgård
28503,,,Hedvig Skirgård
28504,,,Hedvig Skirgård
28505,,,Hedvig Skirgård
28506,,,Hedvig Skirgård
28507,,,Hedvig Skirgård
28508,,,Hedvig Skirgård
28509,,,Hedvig Skirgård
28510,,,Hedvig Skirgård
28511,,,Hedvig Skirgård
28512,,,Hedvig Skirgård
28513,,,Hedvig Skirgård
28514,,,Hedvig Skirgård
28515,,,Suzanne van der Meer
28516,,,Suzanne van der Meer
28517,adjectives,,Suzanne van der Meer
28518,,,Suzanne van der Meer
28519,,,Suzanne van der Meer
28520,,,Suzanne van der Meer
28521,,,Suzanne van der Meer
28522,,,Suzanne van der Meer
28523,,,Suzanne van der Meer
28524,,,Suzanne van der Meer
28525,,,Suzanne van der Meer
28526,,,Suzanne van der Meer
28527,,,Suzanne van der Meer
28528,,,Suzanne van der Meer
28529,,,Suzanne van der Meer
28530,"Unknown. No mention of ""diminutive"" found in Lovestrand (2012).",,Jesse Peacock
28531,Probably not,,Jakob Lesage
28532,"Probably not, no examples found in consulted sources.",,Jakob Lesage
28533,,,Hedvig Skirgård
28534,,,Hedvig Skirgård
28535,,,Hedvig Skirgård
28536,,,Hedvig Skirgård
28537,,,Hedvig Skirgård
28538,,,Hedvig Skirgård
28539,,,Hedvig Skirgård
28540,,,Hedvig Skirgård
28541,"Diminutive meaning is formed with an adjective meaning ""big"", this does not suffice for grammatical diminutive marking.",,Hedvig Skirgård
28542,,,Hedvig Skirgård
28543,,,Hedvig Skirgård
28544,,,Hedvig Skirgård
28545,,,Hedvig Skirgård
28546,,,Hedvig Skirgård
28547,,,Hedvig Skirgård
28548,,,Hedvig Skirgård
28549,,,Hedvig Skirgård
28550,,,Hedvig Skirgård
28551,,,Hedvig Skirgård
28552,,,Hedvig Skirgård
28553,,,Hedvig
28554,,,Hedvig Skirgård
28555,,,Hedvig Skirgård
28556,,,Hedvig Skirgård
28557,,,Hedvig Skirgård
28558,,,Hedvig Skirgård
28559,,,Hedvig Skirgård
28560,,,Hedvig Skirgård
28561,"Checked Ford & Iddah (1973), Ring (2002) and Dingemanse (2011) without success",,Hedvig Skirgård
28562,,,Hedvig Skirgård
28563,,,Hedvig Skirgård
28564,,,Hedvig Skirgård
28565,,,Hedvig Skirgård
28566,,,Hedvig Skirgård
28567,,,Hedvig Skirgård
28568,,,Hedvig Skirgård
28569,,,Hedvig Skirgård
28570,,,Hedvig Skirgård
28571,,,Hedvig Skirgård
28572,,,Hedvig Skirgård
28573,,,Hedvig Skirgård
28574,,,Hedvig Skirgård
28575,,,Suzanne van der Meer
28576,,,Suzanne van der Meer
28577,adjectives,,Suzanne van der Meer
28578,,,Suzanne van der Meer
28579,,,Suzanne van der Meer
28580,,,Suzanne van der Meer
28581,,,Suzanne van der Meer
28582,,,Suzanne van der Meer
28583,,,Suzanne van der Meer
28584,,,Suzanne van der Meer
28585,,,Suzanne van der Meer
28586,,,Suzanne van der Meer
28587,,,Suzanne van der Meer
28588,,,Suzanne van der Meer
28589,,,Suzanne van der Meer
28590,,,Suzanne van der Meer
28591,,,Suzanne van der Meer
28592,,,Suzanne van der Meer
28593,,,Suzanne van der Meer
28594,,,Suzanne van der Meer
28595,"Unknown. No mention of ""diminutive"" found in Lovestrand (2012).",,Jesse Peacock
28596,Probably not,,Jakob Lesage
28597,"Probably not, no examples found in consulted sources.",,Jakob Lesage
28598,,,Hedvig Skirgård
28599,,,Hedvig Skirgård
28600,,,Hedvig Skirgård
28601,,,Hedvig Skirgård
28602,,,Hedvig Skirgård
28603,,,Hedvig Skirgård
28604,,,Hedvig Skirgård
28605,,,Hedvig Skirgård
28606,"Diminutive meaning is formed with an adjective meaning ""big"", this does not suffice for grammatical diminutive marking.",,Hedvig Skirgård
28607,,,Hedvig Skirgård
28608,,,Hedvig Skirgård
28609,,,Hedvig Skirgård
28610,,,Hedvig Skirgård
28611,,,Hedvig Skirgård
28612,,,Hedvig Skirgård
28613,,,Hedvig Skirgård
28614,,,Hedvig Skirgård
28615,,,Hedvig Skirgård
28616,,,Hedvig Skirgård
28617,,,Hedvig Skirgård
28618,,,Hedvig
28619,,,Hedvig Skirgård
28620,,,Hedvig Skirgård
28621,,,Hedvig Skirgård
28622,,,Hedvig Skirgård
28623,,,Hedvig Skirgård
28624,,,Hedvig Skirgård
28625,,,Hedvig Skirgård
28626,"Checked Ford & Iddah (1973), Ring (2002) and Dingemanse (2011) without success",,Hedvig Skirgård
28627,,,Hedvig Skirgård
28628,,,Hedvig Skirgård
28629,,,Hedvig Skirgård
28630,,,Hedvig Skirgård
28631,,,Hedvig Skirgård
28632,,,Hedvig Skirgård
28633,,,Hedvig Skirgård
28634,,,Hedvig Skirgård
28635,,,Hedvig Skirgård
28636,,,Hedvig Skirgård
28637,,,Hedvig Skirgård
28638,,,Hedvig Skirgård
28639,,,Hedvig Skirgård
28640,,,Suzanne van der Meer
28641,adjectives,,Suzanne van der Meer
28642,,,Suzanne van der Meer
28643,,,Suzanne van der Meer
28644,,,Suzanne van der Meer
28645,,,Suzanne van der Meer
28646,,,Suzanne van der Meer
28647,,,Suzanne van der Meer
28648,,,Suzanne van der Meer
28649,,,Suzanne van der Meer
28650,,,Suzanne van der Meer
28651,,,Suzanne van der Meer
28652,,,Suzanne van der Meer
28653,,,Suzanne van der Meer
28654,,,Suzanne van der Meer
28655,,,Suzanne van der Meer
28656,,,Suzanne van der Meer
28657,,,Suzanne van der Meer
28658,,,Suzanne van der Meer
28659,"Unknown. No mention of ""diminutive"" found in Lovestrand (2012).",,Jesse Peacock
28660,Probably not,,Jakob Lesage
28661,"Probably not, no examples found in consulted sources.",,Jakob Lesage
28662,There are no noun classes.,,Jakob Lesage
28663,,,Jakob Lesage
28664,,,Hedvig Skirgård
28665,,,Hedvig Skirgård
28666,,,Hedvig Skirgård
28667,,,Hedvig Skirgård
28668,,,Hedvig Skirgård
28669,,,Hedvig Skirgård
28670,"There is a marker that is analyzed as noun class that can signal diminutive, and noun classes are marked by prefixes on the noun.",,Hedvig Skirgård
28671,"There is a marker that is analyzed as noun class that can signal diminutive, and noun classes are marked by prefixes on the noun.",,Hedvig Skirgård
28672,"Diminutive meaning is formed with an adjective meaning ""big"", this does not suffice for grammatical diminutive marking.",,Hedvig Skirgård
28673,,,Hedvig Skirgård
28674,,,Hedvig Skirgård
28675,,,Hedvig Skirgård
28676,,,Hedvig Skirgård
28677,,,Hedvig Skirgård
28678,,,Hedvig Skirgård
28679,,,Hedvig Skirgård
28680,,,Hedvig Skirgård
28681,There are no noun classes.,,Hedvig Skirgård
28682,,,Hedvig Skirgård
28683,,,Hedvig Skirgård
28684,,,Hedvig
28685,,,Hedvig Skirgård
28686,,,Hedvig Skirgård
28687,,,Hedvig Skirgård
28688,,,Hedvig Skirgård
28689,,,Hedvig Skirgård
28690,,,Hedvig Skirgård
28691,,,Hedvig Skirgård
28692,"Checked Ford & Iddah (1973), Ring (2002) and Dingemanse (2011) without success",,Hedvig Skirgård
28693,,,Hedvig Skirgård
28694,,,Hedvig Skirgård
28695,,,Hedvig Skirgård
28696,,,Hedvig Skirgård
28697,,,Hedvig Skirgård
28698,,,Hedvig Skirgård
28699,,,Hedvig Skirgård
28700,,,Hedvig Skirgård
28701,,,Hedvig Skirgård
28702,,,Hedvig Skirgård
28703,,,Hedvig Skirgård
28704,,,Hedvig Skirgård
28705,,,Hedvig Skirgård
28706,,,Suzanne van der Meer
28707,,,Suzanne van der Meer
28708,adjectives,,Suzanne van der Meer
28709,,,Suzanne van der Meer
28710,"it's possible, but not productive",,Suzanne van der Meer
28711,neuter gender,,Suzanne van der Meer
28712,,,Suzanne van der Meer
28713,,,Suzanne van der Meer
28714,,,Suzanne van der Meer
28715,,,Suzanne van der Meer
28716,,,Suzanne van der Meer
28717,,,Suzanne van der Meer
28718,,,Suzanne van der Meer
28719,,,Suzanne van der Meer
28720,,,Suzanne van der Meer
28721,,,Suzanne van der Meer
28722,,,Suzanne van der Meer
28723,,,Suzanne van der Meer
28724,,,Suzanne van der Meer
28725,,,Suzanne van der Meer
28726,,,Suzanne van der Meer
28727,"Unknown. No mention of ""diminutive"" found in Lovestrand (2012).",,Jesse Peacock
28728,,,Jakob Lesage
28729,,,Jakob Lesage
28730,There are no noun classes.,,Jakob Lesage
28731,There are no noun classes.,,Jakob Lesage
28732,There are no noun classes.,,Jakob Lesage
28733,There are no noun classes.,,Jakob Lesage
28734,There are no noun classes.,,Jakob Lesage
28735,,,Jakob Lesage
28736,,,Hedvig Skirgård
28737,,,Hedvig Skirgård
28738,Unknown,,Hedvig Skirgård
28739,,,Hedvig Skirgård
28740,,,Hedvig Skirgård
28741,,,Hedvig Skirgård
28742,"There is a marker that is analyzed as noun class that can signal augmentative, and noun classes are marked by prefixes on the noun.",,Hedvig Skirgård
28743,"There is a marker that is analyzed as noun class that can signal augmentative, and noun classes are marked by prefixes on the noun.",,Hedvig Skirgård
28744,"Augmentative meaning is formed with an adjective meaning ""big"", this does not suffice for grammatical augmentative marking.",,Hedvig Skirgård
28745,,,Hedvig Skirgård
28746,,,Hedvig Skirgård
28747,,,Hedvig Skirgård
28748,,,Hedvig Skirgård
28749,,,Hedvig Skirgård
28750,,,Hedvig Skirgård
28751,,,Hedvig Skirgård
28752,,,Hedvig Skirgård
28753,,,Hedvig Skirgård
28754,,,Hedvig Skirgård
28755,,,Hedvig Skirgård
28756,,,Hedvig
28757,,,Hedvig Skirgård
28758,,,Hedvig Skirgård
28759,,,Hedvig Skirgård
28760,,,Hedvig Skirgård
28761,,,Hedvig Skirgård
28762,,,Hedvig Skirgård
28763,"Checked Ford & Iddah (1973), Ring (2002) and Dingemanse (2011) without success",,Hedvig Skirgård
28764,,,Hedvig Skirgård
28765,,,Hedvig Skirgård
28766,,,Hedvig Skirgård
28767,,,Hedvig Skirgård
28768,,,Hedvig Skirgård
28769,,,Hedvig Skirgård
28770,,,Hedvig Skirgård
28771,,,Hedvig Skirgård
28772,,,Hedvig Skirgård
28773,,,Hedvig Skirgård
28774,,,Hedvig Skirgård
28775,,,Suzanne van der Meer
28776,adjectives,,Suzanne van der Meer
28777,,,Suzanne van der Meer
28778,"it's possible, but not productive",,Suzanne van der Meer
28779,,,Suzanne van der Meer
28780,,,Suzanne van der Meer
28781,,,Suzanne van der Meer
28782,,,Suzanne van der Meer
28783,,,Suzanne van der Meer
28784,,,Suzanne van der Meer
28785,,,Suzanne van der Meer
28786,,,Suzanne van der Meer
28787,,,Suzanne van der Meer
28788,,,Suzanne van der Meer
28789,,,Suzanne van der Meer
28790,"Unknown. No mention of ""augmentative"" found in Lovestrand (2012).",,Jesse Peacock
28791,,,Jakob Lesage
28792,,,Jakob Lesage
28793,,,Jakob Lesage
28794,,,Jakob Lesage
28795,,,Jakob Lesage
28796,"139, although these classifiers are also used with demonstratives 137",,Jeremy Collins
28797,"when there is no classifier, the numeral precedes the noun, when there is, it follows",,Jeremy Collins
28798,,,Jeremy Collins
28799,,,Jeremy Collins
28800,,,Jeremy Collins
28801,,,Jeremy Collins
28802,"appears after, all others appear before",,Jeremy Collins
28803,,,Jeremy Collins
28804,"One' can appear after, the others before.",,Jeremy Collins
28805,,,Jeremy Collins
28806,,,Jakob Lesage
28807,,,Harald Hammarstrom
28808,,,Jakob Lesage
28809,,,Hedvig Skirgård
28810,,,Hedvig Skirgård
28811,,,Hedvig Skirgård
28812,,,Hedvig Skirgård
28813,,,Hedvig Skirgård
28814,,,Hedvig Skirgård
28815,,,Hedvig Skirgård
28816,,,Hedvig Skirgård
28817,,,Hedvig Skirgård
28818,"Faidherbe, Louis Léon [Le Général]. (1882) Grammaire et Vocabulaire de la Langue Poul. 2nd edn. Paris: Maisonneuve. (page 31)||and||Guiraudon, Thomas Grimal de. (1894) Bolle Fulbe: Manuel de la langue. Foule. Paris: H. Welter. (page 72)",,Hedvig Skirgård
28819,,,Hedvig Skirgård
28820,,,Hedvig Skirgård
28821,,,Hedvig Skirgård
28822,,,Hedvig Skirgård
28823,,,Hedvig Skirgård
28824,,,Hedvig Skirgård
28825,,,Hedvig Skirgård
28826,,,Hedvig Skirgård
28827,,,Hedvig Skirgård
28828,,,Hedvig Skirgård
28829,,,Hedvig
28830,,,Hedvig Skirgård
28831,,,Hedvig Skirgård
28832,,,Hedvig Skirgård
28833,,,Hedvig Skirgård
28834,,,Hedvig Skirgård
28835,,,Hedvig Skirgård
28836,,,Hedvig Skirgård
28837,,,Hedvig Skirgård
28838,,,Hedvig Skirgård
28839,,,Hedvig Skirgård
28840,,,Hedvig Skirgård
28841,,,Hedvig Skirgård
28842,,,Hedvig Skirgård
28843,,,Hedvig Skirgård
28844,,,Hedvig Skirgård
28845,,,Suzanne van der Meer
28846,,,Suzanne van der Meer
28847,,,Suzanne van der Meer
28848,,,Suzanne van der Meer
28849,,,Suzanne van der Meer
28850,,,Suzanne van der Meer
28851,,,Suzanne van der Meer
28852,,,Suzanne van der Meer
28853,,,Suzanne van der Meer
28854,,,Suzanne van der Meer
28855,,,Suzanne van der Meer
28856,,,Suzanne van der Meer
28857,,,Suzanne van der Meer
28858,,,Suzanne van der Meer
28859,,,Suzanne van der Meer
28860,,,Suzanne van der Meer
28861,,,Suzanne van der Meer
28862,"usually N-Num, but the the numeral one can have both orders",,Suzanne van der Meer
28863,,,Suzanne van der Meer
28864,,,Suzanne van der Meer
28865,,,Suzanne van der Meer
28866,,,Suzanne van der Meer
28867,,,Suzanne van der Meer
28868,,,Suzanne van der Meer
28869,,,Suzanne van der Meer
28870,,,Suzanne van der Meer
28871,,,Suzanne van der Meer
28872,,,Suzanne van der Meer
28873,,,Suzanne van der Meer
28874,,,Suzanne van der Meer
28875,,,Suzanne van der Meer
28876,,,Suzanne van der Meer
28877,no examples in grammar,,Suzanne van der Meer
28878,,,Suzanne van der Meer
28879,,,Suzanne van der Meer
28880,,,Suzanne van der Meer
28881,,,Suzanne van der Meer
28882,,,Suzanne van der Meer
28883,,,Suzanne van der Meer
28884,,,Suzanne van der Meer
28885,,,Suzanne van der Meer
28886,,,Suzanne van der Meer
28887,,,Suzanne van der Meer
28888,,,Suzanne van der Meer
28889,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
28890,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
28891,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
28892,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
28893,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
28894,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
28895,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
28896,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
28897,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
28898,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
28899,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
28900,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
28901,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
28902,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
28903,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
28904,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
28905,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
